,brand,year,model,used_or_new,transmission,drive_type,fuel_type,fuel_consumption,kilometres,cylinders,body_type,doors,seats,price,cylinder_capacity,exterior_clr,suburb,state
0,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,94377.0,4,SUV,4,5,23888.0,2.0,Grey,Mcgraths Hill,NSW
1,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,38341.0,4,SUV,4,5,28984.0,2.0,Blue,Granville,NSW
2,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,104066.0,4,SUV,4,5,26990.0,2.0,White,Singleton,NSW
3,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,88501.0,4,SUV,4,5,26495.0,2.0,Silver,Berwick,VIC
4,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,23126.0,4,SUV,4,5,34990.0,2.0,Black,Warwick Farm,NSW
5,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,66242.0,4,SUV,4,5,25999.0,2.0,White,Lilydale,VIC
6,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,75056.0,4,SUV,4,5,25776.0,2.0,White,Liverpool,NSW
7,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,105101.0,4,SUV,4,5,20888.0,2.0,Blue,Mcgraths Hill,NSW
8,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,82863.0,4,SUV,4,5,23990.0,2.0,Silver,Seven Hills,NSW
9,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,69137.0,4,SUV,4,5,26888.0,2.0,Silver,Mcgraths Hill,NSW
10,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,90426.0,4,SUV,4,5,25880.0,2.0,White,Arncliffe,NSW
11,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,74878.0,4,SUV,4,5,26990.0,2.0,Black,Windsor,NSW
12,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,80595.0,4,SUV,4,5,26990.0,2.0,Silver,Arncliffe,NSW
13,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,61231.0,4,SUV,4,5,25990.0,2.0,Silver,Tweed Heads South,NSW
14,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,73025.0,4,SUV,4,5,26990.0,2.0,Silver,Tweed Heads South,NSW
15,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,71078.0,4,SUV,4,5,24990.0,2.0,Red,Mornington,VIC
16,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,48945.0,4,SUV,4,5,27800.0,2.0,White,Smithfield,NSW
17,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,54340.0,4,SUV,4,5,26890.0,2.0,White,Brookvale,NSW
18,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,86355.0,4,SUV,4,5,23999.0,2.0,White,South Nowra,NSW
19,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,79956.0,4,SUV,4,5,23814.0,2.0,Silver,Rutherford,NSW
20,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,69465.0,4,SUV,4,5,23885.0,2.0,White,Rutherford,NSW
21,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,45819.0,4,SUV,4,5,27990.0,2.0,White,South Nowra,NSW
22,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,97661.0,4,SUV,4,5,24690.0,2.0,Silver,Brookvale,NSW
23,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,70587.0,4,SUV,4,5,27990.0,2.0,White,Arncliffe,NSW
24,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,64430.0,4,SUV,4,5,26990.0,2.0,White,Cessnock,NSW
25,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,99903.0,4,SUV,4,5,23913.0,2.0,White,Cardiff,NSW
26,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,143324.0,4,SUV,4,5,19500.0,2.0,Blue,Phillip,ACT
27,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,26702.0,4,SUV,4,5,29990.0,2.0,Red,Bennetts Green,NSW
28,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,61639.0,4,SUV,4,5,31950.0,2.0,Blue,Echuca,VIC
29,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,144502.0,4,SUV,4,5,21900.0,2.0,Silver,Boronia,VIC
30,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,86864.0,4,SUV,4,5,27990.0,2.0,Silver,Port Macquarie,NSW
31,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,114321.0,4,SUV,4,5,23805.0,2.0,,Ringwood,VIC
32,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,49864.0,4,SUV,4,5,27897.0,2.0,White,Southport,QLD
33,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,56415.0,4,SUV,4,5,32888.0,2.0,Silver,Bundoora,VIC
34,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,99616.0,4,SUV,4,5,24990.0,2.0,White,Ringwood,VIC
35,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,74798.0,4,SUV,4,5,25990.0,2.0,Silver,Tweed Heads South,NSW
36,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,69549.0,4,SUV,4,5,25990.0,2.0,Silver,Tweed Heads South,NSW
37,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,70132.0,4,SUV,4,5,25990.0,2.0,White,Preston,VIC
38,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,89485.0,4,SUV,4,5,25990.0,2.0,White,Ashmore,QLD
39,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,54964.0,4,SUV,4,5,28999.0,2.0,Blue,Ferntree Gully,VIC
40,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,21480.0,4,SUV,4,5,30990.0,2.0,White,Pinkenba,QLD
41,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,43319.0,4,SUV,4,5,29855.0,2.0,Blue,Brooklyn,VIC
42,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,100886.0,4,SUV,4,5,23490.0,2.0,White,Morningside,QLD
43,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,146240.0,4,SUV,4,5,21490.0,2.0,White,Port Melbourne,VIC
44,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,39186.0,4,SUV,4,5,26729.0,2.0,Silver,Brooklyn,VIC
45,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,44230.0,4,SUV,4,5,27987.0,2.0,White,Moorooka,QLD
46,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,21580.0,4,SUV,4,5,32999.0,2.0,Blue,Chermside,QLD
47,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,46203.0,4,SUV,4,5,28630.0,2.0,Brown,Frankston,VIC
48,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,33539.0,4,SUV,4,5,37780.0,2.0,Grey,Essendon Fields,VIC
49,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,33367.0,4,SUV,4,5,28490.0,2.0,,Kedron,QLD
50,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,58773.0,4,SUV,4,5,31950.0,2.0,Silver,Elsternwick,VIC
51,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,143240.0,4,SUV,4,5,23500.0,2.0,Grey,Hoppers Crossing,VIC
52,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,127615.0,4,SUV,4,5,24444.0,2.0,Blue,Wendouree,VIC
53,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,94680.0,4,SUV,4,5,23995.0,2.0,Grey,Brendale,QLD
54,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,29661.0,4,SUV,4,5,34868.0,2.0,White,Essendon Fields,VIC
55,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,47281.0,4,SUV,4,5,28990.0,2.0,White,Noosaville,QLD
56,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,144333.0,4,SUV,4,5,22990.0,2.0,White,Bundaberg West,QLD
57,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,105021.0,4,SUV,4,5,23990.0,2.0,White,Earlville,QLD
58,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,61956.0,4,SUV,4,5,27990.0,2.0,White,Cairns City,QLD
59,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,48100.0,4,SUV,4,5,29999.0,2.0,Grey,Rockingham,WA
60,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,59072.0,4,SUV,4,5,28856.0,2.0,Blue,Mile End,SA
61,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,57081.0,4,SUV,4,5,28888.0,2.0,White,Thebarton,SA
62,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,75612.0,4,SUV,4,5,24660.0,2.0,White,Mile End,SA
63,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,172888.0,4,SUV,4,5,19888.0,2.0,,Rockingham,WA
64,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,84286.0,4,SUV,4,5,24999.0,2.0,White,Welshpool,WA
65,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,154436.0,4,SUV,4,5,22990.0,2.0,White,Rockingham,WA
66,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,64936.0,4,SUV,4,5,26990.0,2.0,Silver,Cairns City,QLD
67,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,113227.0,4,SUV,4,5,22888.0,2.0,White,Morley,WA
68,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,64083.0,4,SUV,4,5,30990.0,2.0,White,Maddington,WA
69,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,53840.0,4,SUV,4,5,27999.0,2.0,White,Rockingham,WA
70,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,104411.0,4,SUV,4,5,25990.0,2.0,Grey,East Bunbury,WA
71,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,48496.0,4,SUV,4,5,29982.0,2.0,Silver,Bentley,WA
72,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,56681.0,4,SUV,4,5,29990.0,2.0,Silver,Bibra Lake,WA
73,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,137055.0,4,SUV,4,5,22990.0,2.0,Grey,Myaree,WA
74,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,54676.0,4,SUV,4,5,29990.0,2.0,Silver,Bibra Lake,WA
75,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,58147.0,4,SUV,4,5,29990.0,2.0,White,Melville,WA
76,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,56438.0,4,SUV,4,5,30388.0,2.0,Silver,Maddington,WA
77,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,52272.0,4,SUV,4,5,30388.0,2.0,White,Maddington,WA
78,Hyundai,2017.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,143681.0,4,SUV,4,5,22999.0,2.0,Silver,Bentley,WA
79,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,61211.0,4,SUV,4,5,30490.0,2.0,Silver,Victoria Park,WA
80,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,55738.0,4,SUV,4,5,28982.0,2.0,White,Edgewater,WA
81,Hyundai,2020.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,68835.0,4,SUV,4,5,26990.0,2.0,Blue,Wangara,WA
82,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,169569.0,4,SUV,4,5,20995.0,2.0,Grey,Minchinbury,NSW
83,Hyundai,2016.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,136878.0,4,SUV,4,5,21999.0,2.0,Blue,Granville,NSW
84,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,22639.0,4,SUV,4,5,30990.0,2.0,White,Alexandria,NSW
85,Hyundai,2019.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,63040.0,4,SUV,4,5,29990.0,2.0,White,Alexandria,NSW
86,Hyundai,2015.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,92316.0,4,SUV,4,5,23990.0,2.0,Grey,Armidale,NSW
87,Hyundai,2018.0,Tucson,USED,Automatic,Front,Unleaded,7.9 L / 100 km,147444.0,4,SUV,4,5,21990.0,2.0,White,Ringwood,VIC
88,Hyundai,2016.0,Tucson,USED,Manual,Front,Unleaded,7.9 L / 100 km,231209.0,4,SUV,4,5,13990.0,2.0,,Traralgon,VIC
89,Hyundai,2022.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,19978.0,4,SUV,4,5,36800.0,2.0,White,Smithfield,NSW
90,Hyundai,2022.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,1228.0,4,SUV,4,5,58990.0,2.0,,Blacktown,NSW
91,Hyundai,2009.0,Tucson,USED,Automatic,Front,Unleaded,9.2 L / 100 km,208005.0,4,SUV,4,5,7750.0,2.0,Black,Lansvale,NSW
92,Hyundai,2022.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,19150.0,4,SUV,4,5,36990.0,2.0,White,Rockingham,WA
93,Hyundai,2021.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,50946.0,4,SUV,4,5,34990.0,2.0,White,Preston,VIC
94,Hyundai,2009.0,Tucson,USED,Manual,Front,Unleaded,8 L / 100 km,116201.0,4,SUV,4,5,8990.0,2.0,White,Fawkner,VIC
95,Hyundai,2007.0,Tucson,USED,Automatic,Front,Unleaded,9.2 L / 100 km,239417.0,4,SUV,4,5,6998.0,2.0,Black,Werribee,VIC
96,Hyundai,2022.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,7864.0,4,SUV,4,5,50990.0,2.0,Brown,Pinkenba,QLD
97,Hyundai,2009.0,Tucson,USED,Manual,Front,Unleaded,8 L / 100 km,164632.0,4,SUV,4,5,9990.0,2.0,Silver,South Toowoomba,QLD
98,Hyundai,2016.0,Tucson,USED,Manual,Front,Unleaded,7.8 L / 100 km,119571.0,4,SUV,4,5,21990.0,2.0,White,Pinkenba,QLD
99,Hyundai,2021.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,44855.0,4,SUV,4,5,36888.0,2.0,Grey,Hoppers Crossing,VIC
100,Hyundai,2009.0,Tucson,USED,Automatic,Front,Unleaded,9.2 L / 100 km,66466.0,4,SUV,4,5,14990.0,2.0,White,Ringwood,VIC
101,Hyundai,2021.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,56225.0,4,SUV,4,5,35990.0,2.0,Grey,Hoppers Crossing,VIC
102,Hyundai,2021.0,Tucson,USED,Automatic,Front,Unleaded,8.1 L / 100 km,23000.0,4,SUV,4,5,36990.0,2.0,White,Brown Hill,VIC
103,Hyundai,2017.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,131897.0,4,SUV,4,5,21888.0,2.0,Grey,Penrith,NSW
104,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,57742.0,4,SUV,4,5,27878.0,2.0,Silver,Blacktown,NSW
105,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,46341.0,4,SUV,4,5,27990.0,2.0,White,Liverpool,NSW
106,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,53749.0,4,SUV,4,5,26990.0,2.0,Blue,Revesby,NSW
107,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,59424.0,4,SUV,4,5,28888.0,2.0,White,Mcgraths Hill,NSW
108,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,66023.0,4,SUV,4,5,32990.0,2.0,White,Granville,NSW
109,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,23130.0,4,SUV,4,5,30990.0,2.0,White,Rockingham,WA
110,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,23460.0,4,SUV,4,5,30990.0,2.0,Blue,Alexandria,NSW
111,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,35165.0,4,SUV,4,5,29999.0,2.0,Silver,Lilydale,VIC
112,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,44087.0,4,SUV,4,5,26990.0,2.0,Silver,Enfield,SA
113,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,61796.0,4,SUV,4,5,30990.0,2.0,Red,Albion Park Rail,NSW
114,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,22749.0,4,SUV,4,5,27990.0,2.0,Black,Alexandria,NSW
115,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,50975.0,4,SUV,4,5,26990.0,2.0,Blue,North Wollongong,NSW
116,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,5212.0,4,SUV,4,5,27990.0,2.0,White,Hamilton,NSW
117,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,56686.0,4,SUV,4,5,23888.0,2.0,White,Ryde,NSW
118,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,44845.0,4,SUV,4,5,29888.0,2.0,Blue,Maitland,NSW
119,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,35624.0,4,SUV,4,5,27990.0,2.0,Grey,Crookwell,NSW
120,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,53700.0,4,SUV,4,5,26980.0,2.0,Silver,Phillip,ACT
121,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,79676.0,4,SUV,4,5,27288.0,2.0,White,Hallam,VIC
122,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,59306.0,4,SUV,4,5,22990.0,2.0,Silver,Tweed Heads South,NSW
123,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,62667.0,4,SUV,4,5,22990.0,2.0,Silver,Tweed Heads South,NSW
124,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,58425.0,4,SUV,4,5,22990.0,2.0,White,Tweed Heads South,NSW
125,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,62142.0,4,SUV,4,5,27777.0,2.0,Silver,Narre Warren,VIC
126,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,65729.0,4,SUV,4,5,22990.0,2.0,White,Tweed Heads South,NSW
127,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,61825.0,4,SUV,4,5,22990.0,2.0,White,Tweed Heads South,NSW
128,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,60604.0,4,SUV,4,5,22490.0,2.0,White,Tweed Heads South,NSW
129,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,41957.0,4,SUV,4,5,37900.0,2.0,White,Nunawading,VIC
130,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,54492.0,4,SUV,4,5,25490.0,2.0,White,Robina,QLD
131,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,57930.0,4,SUV,4,5,26990.0,2.0,Grey,Cranbourne,VIC
132,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,57059.0,4,SUV,4,5,25690.0,2.0,White,Morningside,QLD
133,Hyundai,2018.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,57967.0,4,SUV,4,5,24990.0,2.0,White,Arundel,QLD
134,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,71257.0,4,SUV,4,5,24990.0,2.0,Orange,Pinkenba,QLD
135,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,54608.0,4,SUV,4,5,26490.0,2.0,Silver,Mornington,VIC
136,Hyundai,2018.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,108169.0,4,SUV,4,5,21990.0,2.0,White,Mount Gravatt,QLD
137,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,75915.0,4,SUV,4,5,24497.0,2.0,White,Brooklyn,VIC
138,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,58301.0,4,SUV,4,5,24607.0,2.0,White,Hendra,QLD
139,Hyundai,2018.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,58596.0,4,SUV,4,5,25498.0,2.0,Silver,Kedron,QLD
140,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,37935.0,4,SUV,4,5,27998.0,2.0,White,Kedron,QLD
141,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,52937.0,4,SUV,4,5,26990.0,2.0,White,Toowoomba,QLD
142,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,84161.0,4,SUV,4,5,22980.0,2.0,White,Hendra,QLD
143,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,54124.0,4,SUV,4,5,26990.0,2.0,Silver,Toowoomba,QLD
144,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,61003.0,4,SUV,4,5,25990.0,2.0,White,Toowoomba,QLD
145,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,90655.0,4,SUV,4,5,23497.0,2.0,White,Brooklyn,VIC
146,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,54404.0,4,SUV,4,5,25990.0,2.0,White,Morningside,QLD
147,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,34862.0,4,SUV,4,5,28900.0,2.0,Orange,Toowoomba City,QLD
148,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,47910.0,4,SUV,4,5,27990.0,2.0,Red,Brown Hill,VIC
149,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,50234.0,4,SUV,4,5,28990.0,2.0,White,Elsternwick,VIC
150,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,35466.0,4,SUV,4,5,29990.0,2.0,Blue,Aspley,QLD
151,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,59668.0,4,SUV,4,5,26888.0,2.0,Silver,Para Hills West,SA
152,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,68377.0,4,SUV,4,5,30777.0,2.0,Grey,Wendouree,VIC
153,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,69436.0,4,SUV,4,5,24990.0,2.0,White,Bungalow,QLD
154,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,56112.0,4,SUV,4,5,28880.0,2.0,White,Hillcrest,SA
155,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,55365.0,4,SUV,4,5,26880.0,2.0,Blue,Prospect,SA
156,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,57665.0,4,SUV,4,5,25990.0,2.0,Silver,Garbutt,QLD
157,Hyundai,2022.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,10452.0,4,SUV,4,5,29990.0,2.0,Blue,Earlville,QLD
158,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,50242.0,4,SUV,4,5,23990.0,2.0,Silver,Bungalow,QLD
159,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,48496.0,4,SUV,4,5,23990.0,2.0,White,Bungalow,QLD
160,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,58911.0,4,SUV,4,5,23990.0,2.0,Silver,Bungalow,QLD
161,Hyundai,2021.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,62445.0,4,SUV,4,5,27580.0,2.0,Red,Bentley,WA
162,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,48323.0,4,SUV,4,5,24990.0,2.0,White,Bungalow,QLD
163,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,56188.0,4,SUV,4,5,25990.0,2.0,Silver,Cairns City,QLD
164,Hyundai,2019.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,117743.0,4,SUV,4,5,23990.0,2.0,White,East Bunbury,WA
165,Hyundai,2018.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,144415.0,4,SUV,4,5,20990.0,2.0,Blue,East Bunbury,WA
166,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,7.2 L / 100 km,60853.0,4,SUV,4,5,27980.0,2.0,Silver,Bentley,WA
167,Hyundai,2020.0,Kona,USED,Automatic,Front,Unleaded,6.2 L / 100 km,57156.0,4,SUV,4,5,26999.0,2.0,White,Victoria Park,WA
